,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
608,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",University of Cambridge,University of Cambridge,1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Banbury,Banbury,Europe,United Kingdom,United Kingdom,1914-02-05,,male,376,Alan Hodgkin,"Banbury, United Kingdom",for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,1/3,265000,2839286,received,2,Medicine,alanhodgkin1963medicine,,0
609,Louvain,Louvain,Belgium,Belgium,"Louvain, Belgium",Université Catholique de Louvain,Université Catholique de Louvain,1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Longlier,Longlier,Europe,Belgium,Belgium,1898-08-24,,male,403,Albert Claude,"Longlier, Belgium",for their discoveries concerning the structural and functional organization of the cell,1/3,550000,3263449,received,1,Medicine,albertclaude1974medicine,,0
610,Szeged,Szeged,Hungary,Hungary,"Szeged, Hungary",Szeged University,Szeged University,1937,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Budapest,Budapest,Europe,Austria-Hungary,Hungary,1893-09-16,,male,332,Albert Szent-Györgyi,"Budapest, Austria-Hungary (now Hungary)","for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",1,158463,4716161,received,1,Medicine,albertszent-györgyi1937medicine,,0
611,Heidelberg,Heidelberg,Germany,Germany,"Heidelberg, Germany",University of Heidelberg,University of Heidelberg,1910,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Rostock,Rostock,Europe,Mecklenburg,Germany,1853-09-16,,male,304,Albrecht Kossel,"Rostock, Mecklenburg (now Germany)","in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",1,140703,7130220,received,1,Medicine,albrechtkossel1910medicine,,0
612,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Rockefeller Institute for Medical Research,Rockefeller Institute for Medical Research,1912,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Sainte-Foy-lès-Lyon,Sainte-Foy-lès-Lyon,Europe,France,France,1873-06-28,,male,306,Alexis Carrel,"Sainte-Foy-lès-Lyon, France",in recognition of his work on vascular suture and the transplantation of blood vessels and organs,1,140476,6753654,received,1,Medicine,alexiscarrel1912medicine,,0
613,"Long Island, New York, NY","Long Island, New York, NY",USA,USA,"Long Island, New York, NY, USA",Carnegie Institution of Washington,Carnegie Institution of Washington,1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Owosso, MI","Owosso, MI",North America,USA,USA,1908-12-04,,male,392,Alfred D. Hershey,"Owosso, MI, USA",for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,375000,3181561,received,2,Medicine,alfreddhershey1969medicine,,0
614,"Dallas, TX","Dallas, TX",USA,USA,"Dallas, TX, USA",University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New Haven, CT","New Haven, CT",North America,USA,USA,1941-07-01,1994-10-10,male,450,Alfred G. Gilman,"New Haven, CT, USA",for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1/2,7000000,9249471,received,1,Medicine,alfredggilman1994medicine,alfredgilman1994medicine,24
615,"Medford, MA","Medford, MA",USA,USA,"Medford, MA, USA",Tufts University,Tufts University,1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Johannesburg,Johannesburg,Africa,South Africa,South Africa,1924-02-23,1979-10-11,male,417,Allan M. Cormack,"Johannesburg, South Africa",for the development of computer assisted tomography,1/2,800000,2988048,received,1,Medicine,allanmcormack1979medicine,,0
616,Uppsala,Uppsala,Sweden,Sweden,"Uppsala, Sweden",Uppsala University,Uppsala University,1911,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Landskrona,Landskrona,Europe,Sweden,Sweden,1862-06-05,,male,305,Allvar Gullstrand,"Landskrona, Sweden",for his work on the dioptrics of the eye,1,140695,7327865,received,1,Medicine,allvargullstrand1911medicine,,0
617,Paris,Paris,France,France,"Paris, France",Institut Pasteur,Institut Pasteur,1907,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Paris,Paris,Europe,France,France,1845-06-18,,male,300,Alphonse Laveran,"Paris, France",in recognition of his work on the role played by protozoa in causing diseases,1,138796,7033581,received,1,Medicine,alphonselaveran1907medicine,,0
618,"New York, NY","New York, NY",USA,USA,"New York, NY, USA","Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",1956,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Paris,Paris,Europe,France,France,1895-09-24,,male,360,André F. Cournand,"Paris, France",for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,200123,2699501,received,1,Medicine,andréfcournand1956medicine,,0
619,Paris,Paris,France,France,"Paris, France",Institut Pasteur,Institut Pasteur,1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Ainay-le-Château,Ainay-le-Château,Europe,France,France,1902-05-08,,male,381,André Lwoff,"Ainay-le-Château, France",for their discoveries concerning genetic control of enzyme and virus synthesis,1/3,282000,2782895,received,2,Medicine,andrélwoff1965medicine,lwoff1965medicine,17
620,London,London,United Kingdom,United Kingdom,"London, United Kingdom",University College,University College,1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Hampstead,Hampstead,Europe,United Kingdom,United Kingdom,1917-11-22,,male,377,Andrew Huxley,"Hampstead, United Kingdom",for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,1/3,265000,2839286,received,3,Medicine,andrewhuxley1963medicine,,0
621,"New Orleans, LA","New Orleans, LA",USA,USA,"New Orleans, LA, USA",Veterans Administration Hospital,Veterans Administration Hospital,1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Wilno,Vilnius,Europe,Poland,Lithuania,1926-11-30,,male,412,Andrew V. Schally,"Wilno, Poland (now Vilnius, Lithuania)",for their discoveries concerning the peptide hormone production of the brain,1/4,700000,3080986,received,2,Medicine,andrewvschally1977medicine,,0
622,"Stanford, CA","Stanford, CA",USA,USA,"Stanford, CA, USA",Stanford University School of Medicine,Stanford University School of Medicine,2006,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Stanford, CA","Stanford, CA",North America,USA,USA,1959-04-27,2006-10-02,male,802,Andrew Z. Fire,"Stanford, CA, USA",for their discovery of RNA interference - gene silencing by double-stranded RNA,1/2,10000000,11552680,received,1,Medicine,andrewzfire2006medicine,andrewfire2006medicine,22
623,London,London,United Kingdom,United Kingdom,"London, United Kingdom",London University,London University,1922,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Bristol,Bristol,Europe,United Kingdom,United Kingdom,1886-09-26,,male,311,Archibald V. Hill,"Bristol, United Kingdom",for his discovery relating to the production of heat in the muscle,1/2,122483,3145967,received,1,Medicine,archibaldvhill1922medicine,,0
624,"Stanford, CA","Stanford, CA",USA,USA,"Stanford, CA, USA",Stanford University,Stanford University,1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,1918-03-03,,male,368,Arthur Kornberg,"Brooklyn, NY, USA",for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,1/2,220678,2704387,received,2,Medicine,arthurkornberg1959medicine,arthurkornberg1959medicine,26
625,Gothenburg,Gothenburg,Sweden,Sweden,"Gothenburg, Sweden",Göteborg University,Göteborg University,2000,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Uppsala,Uppsala,Europe,Sweden,Sweden,1923-01-25,2000-10-09,male,722,Arvid Carlsson,"Uppsala, Sweden",for their discoveries concerning signal transduction in the nervous system,1/3,9000000,11333109,received,1,Medicine,arvidcarlsson2000medicine,,0
626,Copenhagen,Copenhagen,Denmark,Denmark,"Copenhagen, Denmark",Copenhagen University,Copenhagen University,1920,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Grenå,Grenå,Europe,Denmark,Denmark,1874-11-15,,male,310,August Krogh,"Grenå, Denmark",for his discovery of the capillary motor regulating mechanism,1,134100,2394643,received,1,Medicine,augustkrogh1920medicine,,0
627,"Cold Spring Harbor, NY","Cold Spring Harbor, NY",USA,USA,"Cold Spring Harbor, NY, USA",Cold Spring Harbor Laboratory,Cold Spring Harbor Laboratory,1983,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Hartford, CT","Hartford, CT",North America,USA,USA,1902-06-16,,female,428,Barbara McClintock,"Hartford, CT, USA",for her discovery of mobile genetic elements,1,1500000,3715324,received,1,Medicine,barbaramcclintock1983medicine,,0
628,Nedlands,Nedlands,Australia,Australia,"Nedlands, Australia","NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre","NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Kalgoorlie,Kalgoorlie,Oceania,Australia,Australia,1951-09-30,2005-10-03,male,789,Barry J. Marshall,"Kalgoorlie, Australia",for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,1/2,10000000,11711430,received,1,Medicine,barryjmarshall2005medicine,,0
629,"Philadelphia, PA","Philadelphia, PA",USA,USA,"Philadelphia, PA, USA",The Institute for Cancer Research,The Institute for Cancer Research,1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1925-07-28,1976-10-14,male,409,Baruch S. Blumberg,"New York, NY, USA",for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,1/2,681000,3342605,received,1,Medicine,baruchsblumberg1976medicine,baruchblumberg1976medicine,26
630,"Boston, MA","Boston, MA",USA,USA,"Boston, MA, USA",Harvard Medical School,Harvard Medical School,1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Caracas,Caracas,South America,Venezuela,Venezuela,1920-10-29,1980-10-10,male,419,Baruj Benacerraf,"Caracas, Venezuela",for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1/3,880000,2889667,received,1,Medicine,barujbenacerraf1980medicine,barujbenacerraf1980medicine,27
631,Stockholm,Stockholm,Sweden,Sweden,"Stockholm, Sweden",Karolinska Institutet,Karolinska Institutet,1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Halmstad,Halmstad,Europe,Sweden,Sweden,1934-05-21,1982-10-11,male,426,Bengt I. Samuelsson,"Halmstad, Sweden",for their discoveries concerning prostaglandins and related biologically active substances,1/3,1150000,3102518,received,2,Medicine,bengtisamuelsson1982medicine,,0
632,Buenos Aires,Buenos Aires,Argentina,Argentina,"Buenos Aires, Argentina",Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,1887-04-10,,male,345,Bernardo Houssay,"Buenos Aires, Argentina",for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,1/2,146115,2914528,received,3,Medicine,bernardohoussay1947medicine,,0
633,Heidelberg,Heidelberg,Germany,Germany,"Heidelberg, Germany",Max-Planck-Institut für medizinische Forschung,Max-Planck-Institut für medizinische Forschung,1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Stuttgart,Stuttgart,Europe,Germany,Germany,1942-06-12,,male,445,Bert Sakmann,"Stuttgart, Germany",for their discoveries concerning the function of single ion channels in cells,1/2,6000000,8673863,received,2,Medicine,bertsakmann1991medicine,,0
634,"Dallas, TX","Dallas, TX",USA,USA,"Dallas, TX, USA",University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Chicago, IL","Chicago, IL",North America,USA,USA,1957-12-29,,male,861,Bruce A. Beutler,"Chicago, IL, USA",for their discoveries concerning the activation of innate immunity,1/4,10000000,10545557,received,1,Medicine,bruceabeutler2011medicine,brucebeutler2011medicine,24
635,Pavia,Pavia,Italy,Italy,"Pavia, Italy",Pavia University,Pavia University,1906,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Corteno,Corteno,Europe,Italy,Italy,1843-07-07,,male,298,Camillo Golgi,"Corteno, Italy",in recognition of their work on the structure of the nervous system,1/2,138536,7421571,received,1,Medicine,camillogolgi1906medicine,,0
636,"St. Louis, MO","St. Louis, MO",USA,USA,"St. Louis, MO, USA",Washington University,Washington University,1947,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Prague,Prague,Europe,Austria-Hungary,Czech Republic,1896-12-05,,male,343,Carl Cori,"Prague, Austria-Hungary (now Czech Republic)",for their discovery of the course of the catalytic conversion of glycogen,1/4,146115,2914528,received,1,Medicine,carlcori1947medicine,,0
637,"Baltimore, MD","Baltimore, MD",USA,USA,"Baltimore, MD, USA",Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"San Diego, CA","San Diego, CA",North America,USA,USA,1961-04-15,,female,836,Carol W. Greider,"San Diego, CA, USA",for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,10000000,10958504,received,2,Medicine,carolwgreider2009medicine,,0
638,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Bahia Blanca,Bahia Blanca,South America,Argentina,Argentina,1927-10-08,,male,431,César Milstein,"Bahia Blanca, Argentina",for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1/3,1650000,3782090,received,3,Medicine,césarmilstein1984medicine,sarmilstein1984medicine,23
639,"Chicago, IL","Chicago, IL",USA,USA,"Chicago, IL, USA","University of Chicago, Ben May Laboratory for Cancer Research","University of Chicago, Ben May Laboratory for Cancer Research",1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Halifax,Halifax,North America,Canada,Canada,1901-09-22,,male,384,Charles B. Huggins,"Halifax, Canada",for his discoveries concerning hormonal treatment of prostatic cancer,1/2,300000,2784653,received,2,Medicine,charlesbhuggins1966medicine,,0
640,Tunis,Tunis,Tunisia,Tunisia,"Tunis, Tunisia",Institut Pasteur,Institut Pasteur,1928,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Rouen,Rouen,Europe,France,France,1866-09-21,,male,318,Charles Nicolle,"Rouen, France",for his work on typhus,1,156939,4458494,received,1,Medicine,charlesnicolle1928medicine,,0
641,Paris,Paris,France,France,"Paris, France",Sorbonne University,Sorbonne University,1913,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Paris,Paris,Europe,France,France,1850-08-26,,male,307,Charles Richet,"Paris, France",in recognition of his work on anaphylaxis,1,143010,6875481,received,1,Medicine,charlesrichet1913medicine,,0
